Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
Q1GIP0	NUOC_RUEST	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Ruegeria sp. (strain TM1040) (Silicibacter sp.)	201	7.1.1.-	nuoC TM1040_0743			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
B2SVL2	NUOH_XANOP	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Xanthomonas oryzae pv. oryzae (strain PXO99A)	363	7.1.1.-	nuoH PXO_01294			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
B8FRK6	NUOB_DESHD	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Desulfitobacterium hafniense (strain DCB-2 / DSM 10664)	173	7.1.1.-	nuoB Dhaf_3750		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q3SEX6	NUOC_THIDA	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Thiobacillus denitrificans (strain ATCC 25259)	200	7.1.1.-	nuoC Tbd_1144			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q5ZRU1	NUOD_LEGPH	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	417	7.1.1.-	nuoD lpg2786			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q0APY7	NUOD_MARMM	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Maricaulis maris (strain MCS10)	402	7.1.1.-	nuoD Mmar10_1358			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q2KUZ8	NUOI_BORA1	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Bordetella avium (strain 197N)	162	7.1.1.-	nuoI BAV1050		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
A1SE28	NUOB_NOCSJ	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Nocardioides sp. (strain ATCC BAA-499 / JS614)	184	7.1.1.-	nuoB Noca_0521		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
P9WIV6	NUOF_MYCTO	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-) (NADH dehydrogenase I subunit F) (NDH-1 subunit F)	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	445	7.1.1.-	nuoF MT3238		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	
A8EZ83	NUOB_RICCK	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Rickettsia canadensis (strain McKiel)	174	7.1.1.-	nuoB A1E_03675		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
A8GX77	NUOB_RICB8	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Rickettsia bellii (strain OSU 85-389)	174	7.1.1.-	nuoB A1I_05775		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B1LUN5	NUOC_METRJ	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1)	215	7.1.1.-	nuoC Mrad2831_2058			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q39ZB6	NUOH1_GEOMG	NADH-quinone oxidoreductase subunit H 1 (EC 7.1.1.-) (NADH dehydrogenase I subunit H 1) (NDH-1 subunit H 1)	Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210)	329	7.1.1.-	nuoH1 Gmet_0161			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q9XAR0	NUOG_STRCO	NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G)	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	843	7.1.1.-	nuoG SCO4568 SCD16A.15c		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 3 [4Fe-4S] clusters per subunit. {ECO:0000250};	
P0A1Y4	NUOG_SALTY	NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G)	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	908	7.1.1.-	nuoG STM2323		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 3 [4Fe-4S] clusters per subunit. {ECO:0000250};	SUBUNIT: Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.
Q1BBP5	NUOC_MYCSS	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Mycobacterium sp. (strain MCS)	231	7.1.1.-	nuoC Mmcs_1578			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
P65572	NUOC_MYCBO	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	236	7.1.1.-	nuoC BQ2027_MB3171			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q3AC77	NUOA_CARHZ	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	118	7.1.1.-	nuoA CHY_1425			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01394}.
A1K5B0	NUOC_AZOSB	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Azoarcus sp. (strain BH72)	201	7.1.1.-	nuoC azo1398			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
B6IZ48	NUOD_COXB2	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Coxiella burnetii (strain CbuG_Q212) (Coxiella burnetii (strain Q212))	417	7.1.1.-	nuoD CbuG_0563			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
A5CXG4	NUOH_VESOH	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	357	7.1.1.-	nuoH COSY_0236			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q473U0	NUOD_CUPNJ	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Cupriavidus necator (strain JMP 134 / LMG 1197) (Ralstonia eutropha (strain JMP 134))	417	7.1.1.-	nuoD Reut_A0964			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
A1JLH7	NUOH_YERE8	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	325	7.1.1.-	nuoH YE1350			SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
B1JGL9	NUOH_YERPY	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	325	7.1.1.-	nuoH YPK_1566			SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
B7UFU5	NUOB_ECO27	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	220	7.1.1.-	nuoB E2348C_2427		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q0APY2	NUOI_MARMM	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Maricaulis maris (strain MCS10)	162	7.1.1.-	nuoI Mmar10_1363		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q9PGJ3	NUOC_XYLFA	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Xylella fastidiosa (strain 9a5c)	250	7.1.1.-	nuoC XF_0307			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
A9B4Z7	NUOD1_HERA2	NADH-quinone oxidoreductase subunit D 1 (EC 7.1.1.-) (NADH dehydrogenase I subunit D 1) (NDH-1 subunit D 1)	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	422	7.1.1.-	nuoD1 Haur_3082			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q11XR6	NUOD1_CYTH3	NADH-quinone oxidoreductase subunit D 1 (EC 7.1.1.-) (NADH dehydrogenase I subunit D 1) (NDH-1 subunit D 1)	Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469)	392	7.1.1.-	nuoD1 CHU_0512			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q746T4	NUOI2_GEOSL	NADH-quinone oxidoreductase subunit I 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit I 2) (NDH-1 subunit I 2)	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	176	7.1.1.-	nuoI2 GSU3434		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
A8M619	NUOD1_SALAI	NADH-quinone oxidoreductase subunit D 1 (EC 7.1.1.-) (NADH dehydrogenase I subunit D 1) (NDH-1 subunit D 1)	Salinispora arenicola (strain CNS-205)	441	7.1.1.-	nuoD1 Sare_4460			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
A6U7W6	NUOD1_SINMW	NADH-quinone oxidoreductase subunit D 1 (EC 7.1.1.-) (NADH dehydrogenase I subunit D 1) (NDH-1 subunit D 1)	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	396	7.1.1.-	nuoD1 Smed_0891			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q5X1B0	NUOD_LEGPA	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Legionella pneumophila (strain Paris)	417	7.1.1.-	nuoD lpp2833			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q67KN6	NUOB2_SYMTH	NADH-quinone oxidoreductase subunit B 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit B 2) (NDH-1 subunit B 2)	Symbiobacterium thermophilum (strain T / IAM 14863)	182	7.1.1.-	nuoB2 STH2777		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q1IS35	NUOD2_KORVE	NADH-quinone oxidoreductase subunit D 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit D 2) (NDH-1 subunit D 2)	Koribacter versatilis (strain Ellin345)	401	7.1.1.-	nuoD2 Acid345_1313			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q0RRW7	NUOB_FRAAA	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Frankia alni (strain ACN14a)	281	7.1.1.-	nuoB FRAAL1033		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B9JVF4	NUOI_AGRVS	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Agrobacterium vitis (strain S4 / ATCC BAA-846) (Rhizobium vitis (strain S4))	163	7.1.1.-	nuoI Avi_1723		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
A0PR41	NUOD_MYCUA	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Mycobacterium ulcerans (strain Agy99)	432	7.1.1.-	nuoD MUL_2462			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q6MIR9	NUOI_BDEBA	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100)	174	7.1.1.-	nuoI Bd3080		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
B3E9W8	NUOB_GEOLS	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ)	169	7.1.1.-	nuoB Glov_3137		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q7VRV9	NUOI_BLOFL	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Blochmannia floridanus	181	7.1.1.-	nuoI Bfl486		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
C6E8N4	NUOB_GEOSM	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Geobacter sp. (strain M21)	170	7.1.1.-	nuoB GM21_4009		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q1IZX1	NUOC_DEIGD	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Deinococcus geothermalis (strain DSM 11300)	213	7.1.1.-	nuoC Dgeo_0911			SUBUNIT: NDH-1 is composed of 15 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
A4ITI6	NUOB_GEOTN	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Geobacillus thermodenitrificans (strain NG80-2)	170	7.1.1.-	nuoB GTNG_3301		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
A7GV48	NUOD_BACCN	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	366	7.1.1.-	nuoD Bcer98_3816			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q1CS00	NUOB_HELPH	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Helicobacter pylori (strain HPAG1)	159	7.1.1.-	nuoB HPAG1_1205		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
A1USX0	NUOD_BARBK	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Bartonella bacilliformis (strain ATCC 35685 / NCTC 12138 / KC583)	396	7.1.1.-	nuoD BARBAKC583_0781			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q3YZS4	NUOCD_SHISS	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D)	Shigella sonnei (strain Ss046)	600	7.1.1.-	nuoC nuoCD nuoD SSON_2343			SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01359}.
Q39QA9	NUOC_GEOMG	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210)	162	7.1.1.-	nuoC Gmet_3353			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-) (NADH dehydrogenase I subunit F) (NDH-1 subunit F)	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium)	444	7.1.1.-	nuoF BU158		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex (By similarity). {ECO:0000250}.
Q2S5J0	NUOD_SALRD	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Salinibacter ruber (strain DSM 13855 / M31)	451	7.1.1.-	nuoD SRU_0396			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
