Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
Q3AMM9	NDHN_SYNSC	NAD(P)H-quinone oxidoreductase subunit N (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit N) (NDH-1 subunit N) (NDH-N)	Synechococcus sp. (strain CC9605)	153	7.1.1.-	ndhN Syncc9605_0377			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01353}.
Q110A6	NDHN_TRIEI	NAD(P)H-quinone oxidoreductase subunit N (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit N) (NDH-1 subunit N) (NDH-N)	Trichodesmium erythraeum (strain IMS101)	158	7.1.1.-	ndhN Tery_3013			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01353}.
Q95H43	NU1C_WHEAT	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Triticum aestivum (Wheat)	362	7.1.1.-	ndhA			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q85BG0	NU4C_ANTAG	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Anthoceros angustus (Hornwort) (Anthoceros formosae)	501	7.1.1.-	ndhD			
Q8HVP3	NDHI_MONPA	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Monactis pallatangensis	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
A2BP94	NU3C_PROMS	NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)	Prochlorococcus marinus (strain AS9601)	120	7.1.1.-	ndhC A9601_03171			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01394}.
A4QLZ1	NDHH_NASOF	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Nasturtium officinale (Water-cress) (Rorippa nasturtium-aquaticum)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q332X5	NDHJ_LACSA	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	Lactuca sativa (Garden lettuce)	158	7.1.1.-	ndhJ			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01357}.
B1X5V5	NU5C2_PAUCH	NAD(P)H-quinone oxidoreductase subunit 5, organellar chromatophore 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5 2) (NADH-plastoquinone oxidoreductase subunit 5 2)	Paulinella chromatophora	618	7.1.1.-	ndhF2 PCC_0915			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
B2J7W4	NU1C_NOSP7	NAD(P)H-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A)	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	372	7.1.1.-	ndhA Npun_R5626			SUBUNIT: NDH-1 is composed of at least 11 different subunits. {ECO:0000255|HAMAP-Rule:MF_01350}.
A4QLA9	NDHJ_LEPVR	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	Lepidium virginicum (Virginia pepperweed)	158	7.1.1.-	ndhJ			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q9TKV4	NDHI_NEPOL	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Nephroselmis olivacea (Green alga)	173	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
A4QJY2	NU4C_OLIPU	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Olimarabidopsis pumila (Dwarf rocket) (Arabidopsis griffithiana)	500	7.1.1.-	ndhD			
A1XG11	NDHH_NUPAD	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Nuphar advena (Common spatterdock) (Nuphar lutea subsp. advena)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q8WI13	NU3C_PSINU	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Psilotum nudum (Whisk fern) (Lycopodium nudum)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
A1EA56	NU5C_AGRST	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Agrostis stolonifera (Creeping bentgrass)	739	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q6EVZ4	NDHH_NYMAL	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Nymphaea alba (White water-lily) (Castalia alba)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
B0Z4T1	NDHH_OENAR	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Oenothera argillicola (Appalachian evening primrose)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
P0C345	NU1C_ORYSI	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Oryza sativa subsp. indica (Rice)	362	7.1.1.-	ndhA 9311173			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q6ENA2	NU1C_ORYNI	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	362	7.1.1.-	ndhA			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q68RV1	NU1C_PANGI	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Panax ginseng (Korean ginseng)	363	7.1.1.-	ndhA PSC1220			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q31849	NU5C_AMBTR	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Ambrosia trifida (Giant ragweed)	743	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A1XG09	NDHI_NUPAD	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Nuphar advena (Common spatterdock) (Nuphar lutea subsp. advena)	179	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q27S45	NU3C_SOLTU	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Solanum tuberosum (Potato)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
Q68RV6	NU4C_PANGI	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Panax ginseng (Korean ginseng)	500	7.1.1.-	ndhD PSC1179			
A1E9S9	NU3C_SORBI	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Sorghum bicolor (Sorghum) (Sorghum vulgare)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
B0Z599	NDHH_OENGL	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Oenothera glazioviana (Large-flowered evening primrose) (Oenothera erythrosepala)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q14FA3	NU1C_POPAL	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Populus alba (White poplar)	365	7.1.1.-	ndhA			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q6EVZ6	NDHI_NYMAL	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Nymphaea alba (White water-lily) (Castalia alba)	179	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q6ENA1	NDHH_ORYNI	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q32RZ0	NU3C_STAPU	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Staurastrum punctulatum (Green alga) (Cosmoastrum punctulatum)	121	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
B0Z5I3	NDHH_OENPA	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Oenothera parviflora (Small-flowered evening primrose) (Oenothera cruciata)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
A3PAM8	NU1C_PROM0	NAD(P)H-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A)	Prochlorococcus marinus (strain MIT 9301)	372	7.1.1.-	ndhA P9301_01801			SUBUNIT: NDH-1 is composed of at least 11 different subunits. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q9MUR1	NDHJ_MESVI	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	Mesostigma viride (Green alga)	174	7.1.1.-	ndhJ			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q2JT70	NU3C_SYNJA	NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)	Synechococcus sp. (strain JA-3-3Ab) (Cyanobacteria bacterium Yellowstone A-Prime)	120	7.1.1.-	ndhC CYA_1994			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01394}.
Q09FZ6	NU4C_PLAOC	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Platanus occidentalis (Sycamore) (American plane tree)	500	7.1.1.-	ndhD			
A2C001	NDHH_PROM1	NAD(P)H-quinone oxidoreductase subunit H (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase subunit H) (NDH-1 subunit H) (NDH-H)	Prochlorococcus marinus (strain NATL1A)	394	7.1.1.-	ndhH NATL1_02471			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q7V4D7	NU1C_PROMM	NAD(P)H-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A)	Prochlorococcus marinus (strain MIT 9313)	372	7.1.1.-	ndhA PMT_2020			SUBUNIT: NDH-1 is composed of at least 11 different subunits. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q31D21	NU1C_PROM9	NAD(P)H-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A)	Prochlorococcus marinus (strain MIT 9312)	372	7.1.1.-	ndhA PMT9312_0162			SUBUNIT: NDH-1 is composed of at least 11 different subunits. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q8HVN7	NDHI_OXYSB	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Oxypappus scaber	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q8HVN5	NDHI_PALAR	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Palafoxia arida (Spanish needles)	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q09FV8	NDHJ_NANDO	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	Nandina domestica (Heavenly bamboo)	158	7.1.1.-	ndhJ			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01357}.
A5GQF7	NU3C_SYNR3	NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)	Synechococcus sp. (strain RCC307)	120	7.1.1.-	ndhC SynRCC307_0213			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01394}.
P0C337	NDHH_ORYSJ	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Oryza sativa subsp. japonica (Rice)	393	7.1.1.-	ndhH LOC_Osp1g00970 Nip164 Nip176			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q8HVN3	NDHI_PERCD	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Pericome caudata (Mountain tail-leaf) (Taper leaf)	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
A9BD08	NU4C_PROM4	NAD(P)H-quinone oxidoreductase chain 4 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)	Prochlorococcus marinus (strain MIT 9211)	558	7.1.1.-	ndhD P9211_01651			
B1X4A5	NDHH_PAUCH	NAD(P)H-quinone oxidoreductase subunit H, organellar chromatophore (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Paulinella chromatophora	406	7.1.1.-	ndhH PCC_0333			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
A2BUC6	NU4C_PROM5	NAD(P)H-quinone oxidoreductase chain 4 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)	Prochlorococcus marinus (strain MIT 9515)	546	7.1.1.-	ndhD P9515_01781			
Q7VE41	NU4C_PROMA	NAD(P)H-quinone oxidoreductase chain 4 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)	Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)	557	7.1.1.-	ndhD Pro_0173			
Q6YXP9	NDHI_PHYPA	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Physcomitrella patens subsp. patens (Moss)	181	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q7V3B0	NDHH_PROMP	NAD(P)H-quinone oxidoreductase subunit H (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase subunit H) (NDH-1 subunit H) (NDH-H)	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	395	7.1.1.-	ndhH PMM0172			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01358}.
B0Z4U8	NDHJ_OENBI	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	Oenothera biennis (German evening primrose) (Onagra biennis)	158	7.1.1.-	ndhJ			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q32RI2	NU3C_ZYGCR	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Zygnema circumcarinatum (Green alga)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
Q6L3D5	NU1C_SACHY	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Saccharum hybrid (Sugarcane)	362	7.1.1.-	ndhA PS047			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q8WHX8	NU4C_PSINU	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Psilotum nudum (Whisk fern) (Lycopodium nudum)	498	7.1.1.-	ndhD			
Q7V3C8	NU4C_PROMP	NAD(P)H-quinone oxidoreductase chain 4 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	546	7.1.1.-	ndhD PMM0150			
Q6ENP1	NDHH_SACOF	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H)	Saccharum officinarum (Sugarcane)	393	7.1.1.-	ndhH			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01358}.
A4GYX0	NDHI_POPTR	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	176	7.1.1.-	ndhI Poptr_cp083		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q8WHX5	NDHI_PSINU	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Psilotum nudum (Whisk fern) (Lycopodium nudum)	165	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q8HVL6	NDHI_RUDHI	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Rudbeckia hirta (Black-eyed Susan)	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
