Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
C1A5E9	HYPA_GEMAT	Hydrogenase maturation factor HypA	Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505)	141		hypA GAU_0417			
A8AAQ5	HYPA_IGNH4	Hydrogenase maturation factor HypA	Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125)	139		hypA Igni_0825			
P40598	HYPD_RHILV	Hydrogenase maturation factor HypD	Rhizobium leguminosarum bv. viciae	385		hypD	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P24192}.	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:P24192}; 	
O30461	HYPA_NOSS1	Hydrogenase maturation factor HypA	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	113		hypA hupA alr0699			
P77437	HYFF_ECOLI	Hydrogenase-4 component F (EC 1.-.-.-)	Escherichia coli (strain K12)	526	1.-.-.-	hyfF b2486 JW2471			
P77416	HYFD_ECOLI	Hydrogenase-4 component D (EC 1.-.-.-)	Escherichia coli (strain K12)	479	1.-.-.-	hyfD b2484 JW2469			
P26411	HYPD_RHOCA	Hydrogenase maturation factor HypD	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	377		hypD	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P24192}.	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:P24192}; 	
B4MUM8	NARF_DROWI	Probable cytosolic Fe-S cluster assembly factor GK14772	Drosophila willistoni (Fruit fly)	477		GK14772			
B4GXC8	NARF_DROPE	Probable cytosolic Fe-S cluster assembly factor GL21135	Drosophila persimilis (Fruit fly)	477		GL21135			
Q8PU60	FPOI_METMA	F(420)H(2) dehydrogenase subunit I (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit I) (F(420)H(2)-dependent phenazine oxidoreductase subunit I) (FPO subunit I) (Methanophenazine hydrogenase subunit I) (Methanosarcina-phenazine hydrogenase subunit I)	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	177	1.12.98.3	fpoI MM_2486		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: The FPO complex is composed of at least 13 different subunits. {ECO:0000269|PubMed:10751389}.
C5A3C3	HYPA_THEGJ	Hydrogenase maturation factor HypA	Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3)	139		hypA TGAM_0233			
Q8XBW1	HYBF_ECO57	Hydrogenase maturation factor HybF	Escherichia coli O157:H7	113		hybF Z4345 ECs3876			
P74263	HYPA1_SYNY3	Hydrogenase maturation factor HypA 1	Synechocystis sp. (strain PCC 6803 / Kazusa)	113		hypA1 hypA slr1675			
B2IJ38	HYPA_BEII9	Hydrogenase maturation factor HypA	Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIB 8712)	113		hypA Bind_1159			
Q03004	HUPD_RHOCA	Hydrogenase expression/formation protein HupD	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	210		hupD			
A5FPQ5	HYPA_DEHMB	Hydrogenase maturation factor HypA	Dehalococcoides mccartyi (strain ATCC BAA-2100 / JCM 16839 / KCTC 5957 / BAV1)	119		hypA DehaBAV1_1238			
Q50782	MVHG_METTH	F420-non-reducing hydrogenase subunit G (EC 1.12.99.-) (Methyl viologen-reducing hydrogenase subunit gamma) (MVH subunit G)	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	308	1.12.99.-	mvhG MTH_1135			SUBUNIT: The F420-non-reducing hydrogenase is composed of three subunits; MvhA, MvhD and MvhG. It forms a complex with the heterodisulfide reductase (hdr) (By similarity). {ECO:0000250}.
P42034	HUPE_AZOCH	Hydrogenase expression/formation protein HupE	Azotobacter chroococcum mcd 1	341		hupE			
A3LYR2	NAR1_PICST	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	545		NAR1 PICST_33268			
Q02394	HMD_METKA	5,10-methenyltetrahydromethanopterin hydrogenase (EC 1.12.98.2) (H(2)-dependent methylene-H(4)MPT dehydrogenase) (H(2)-forming N(5),N(10)-methylenetetrahydromethanopterin dehydrogenase) (N(5),N(10)-methenyltetrahydromethanopterin hydrogenase)	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	358	1.12.98.2	hmd MK0013	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (hydrogen route): step 1/1.		SUBUNIT: Homotetramer. {ECO:0000305}.
A5IEY2	HYPA_LEGPC	Hydrogenase maturation factor HypA	Legionella pneumophila (strain Corby)	113		hypA LPC_2002			
Q46046	MBHL_CITFR	Hydrogenase-1 large chain (HYD1) (EC 1.12.99.6) (Membrane-bound hydrogenase 1 large subunit) (NiFe hydrogenase)	Citrobacter freundii	597	1.12.99.6	hyaB		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000250};  Note=Binds 1 nickel ion per subunit. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
O33406	MBHL_OLICO	Uptake hydrogenase large subunit (EC 1.12.99.6) (Hydrogenlyase) (Membrane-bound hydrogenase large subunit)	Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5)	604	1.12.99.6	hoxL OCA5_pHCG300630		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000250};  Note=Binds 1 nickel ion per subunit. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
P38588	HMWC_DESGG	High-molecular-weight cytochrome c (Cytochrome CC3) (Fragment)	Desulfovibrio gigas (strain ATCC 19364 / DSM 1382 / NCIMB 9332 / VKM B-1759)	35		hmc			SUBUNIT: Homodimer.
P74218	HYPB_SYNY3	Hydrogenase maturation factor HypB	Synechocystis sp. (strain PCC 6803 / Kazusa)	285		hypB sll1432			
P40596	HYPF_AZOVI	Carbamoyltransferase HypF (EC 6.2.-.-) (Carbamoyl phosphate-converting enzyme HypF) ([NiFe]-hydrogenase maturation factor HypF) (Hydrogenase maturation protein HypF)	Azotobacter vinelandii	776	6.2.-.-	hypF	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P30131}.		
P16432	HYCF_ECOLI	Formate hydrogenlyase subunit 6 (FHL subunit 6) (Hydrogenase-3 component F)	Escherichia coli (strain K12)	180		hycF hevF b2720 JW2690			SUBUNIT: FHL comprises of a formate dehydrogenase, unidentified electron carriers and a hydrogenase (isoenzyme 3). In this non-energy conserving pathway, molecular hydrogen and carbodioxide are released from formate.
Q5WTX7	HYPA_LEGPL	Hydrogenase maturation factor HypA	Legionella pneumophila (strain Lens)	113		hypA lpl2396			
A9A7S5	HYPA_METM6	Hydrogenase maturation factor HypA	Methanococcus maripaludis (strain C6 / ATCC BAA-1332)	126		hypA MmarC6_0650			
O59267	HYPA_PYRHO	Hydrogenase maturation factor HypA	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	139		hypA PH1581			
B3QGV7	HYPA_RHOPT	Hydrogenase maturation factor HypA	Rhodopseudomonas palustris (strain TIE-1)	113		hypA Rpal_1165			
P13629	PHFL_DESOM	Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2) (Fe hydrogenlyase)	Desulfovibrio oxamicus (strain Monticello) (Desulfovibrio vulgaris subsp. oxamicus)	421	1.12.7.2	hydA		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 3 [4Fe-4S] clusters per subunit. {ECO:0000250}; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250};  Note=Binds 2 iron ions per subunit. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
A6VPH7	HYPA_ACTSZ	Hydrogenase maturation factor HypA	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)	113		hypA Asuc_1516			
Q55638	HYPF_SYNY3	Carbamoyltransferase HypF (EC 6.2.-.-) (Carbamoyl phosphate-converting enzyme HypF) ([NiFe]-hydrogenase maturation factor HypF) (Hydrogenase maturation protein HypF)	Synechocystis sp. (strain PCC 6803 / Kazusa)	767	6.2.-.-	hypF sll0322	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P30131}.		
P30797	HUPK_RHOCA	Hydrogenase expression/formation protein HupK	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	294		hupK			
P0A700	HYPA_ECOLI	Hydrogenase maturation factor HypA	Escherichia coli (strain K12)	116		hypA b2726 JW2696			SUBUNIT: Homodimer (PubMed:15995183). Forms complexes with HypB and SlyD, and interacts with HycE, the large subunit of hydrogenase 3 (PubMed:15995183, PubMed:22016389, PubMed:23899293). {ECO:0000269|PubMed:15995183, ECO:0000269|PubMed:22016389, ECO:0000269|PubMed:23899293}.
A1VNP5	HYPA_POLNA	Hydrogenase maturation factor HypA	Polaromonas naphthalenivorans (strain CJ2)	115		hypA Pnap_1964			
A5URX3	HYPA_ROSS1	Hydrogenase maturation factor HypA	Roseiflexus sp. (strain RS-1)	123		hypA RoseRS_0967			
P17632	MBHL_RUBGE	Uptake hydrogenase large subunit (EC 1.12.99.6) (Hydrogenlyase) (Membrane-bound hydrogenase large subunit)	Rubrivivax gelatinosus (Rhodocyclus gelatinosus) (Rhodopseudomonas gelatinosa)	618	1.12.99.6	hupB hupL		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000250};  Note=Binds 1 nickel ion per subunit. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
P18190	MBHS_AZOCH	Uptake hydrogenase small subunit (EC 1.12.99.6) (Hydrogenlyase) (Membrane-bound hydrogenase small subunit)	Azotobacter chroococcum mcd 1	354	1.12.99.6	hupA hupS		COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
B4LQR5	NARF_DROVI	Probable cytosolic Fe-S cluster assembly factor GJ13047	Drosophila virilis (Fruit fly)	476		GJ13047			
A6ZRK3	NAR1_YEAS7	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)	491		NAR1 SCY_4564			SUBUNIT: Interacts with CIA1. {ECO:0000250}.
P13065	PHSL_DESBA	Periplasmic [NiFeSe] hydrogenase large subunit (EC 1.12.99.6) (NiFeSe hydrogenlyase large chain)	Desulfomicrobium baculatum (Desulfovibrio baculatus)	514	1.12.99.6			COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875;  Note=Binds 2 irons ions. Iron 1 has 3 cyanide and carbon monoxide ligands. Iron 2 has 3 water ligands.; COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786;  Note=Binds 1 nickel ion per subunit.;	SUBUNIT: Heterodimer of a large and a small subunit.
P00634	PPB_ECOLI	Alkaline phosphatase (APase) (EC 3.1.3.1)	Escherichia coli (strain K12)	471	3.1.3.1	phoA b0383 JW0374		COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420;  Note=Binds 1 Mg(2+) ion.; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105;  Note=Binds 2 Zn(2+) ions.;	SUBUNIT: Isozymes 1 and 3 are a dimer of identical chains, isozyme 2 is a dimer of heterogeneous chains, one of each of the subunits from isozymes 1 and 3.
P31900	HYPC_CUPNH	Hydrogenase maturation factor HypC	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	90		hypC PHG015	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P0AAM3}.		
P73269	HYPA2_SYNY3	Hydrogenase maturation factor HypA 2	Synechocystis sp. (strain PCC 6803 / Kazusa)	120		hypA2 sll1078			
P28152	HUPJ_RHILV	Hydrogenase expression/formation protein HupJ	Rhizobium leguminosarum bv. viciae	174		hupJ			
Q50781	MVHD_METTH	F420-non-reducing hydrogenase iron-sulfur subunit D (EC 1.12.99.-) (Methyl viologen-reducing hydrogenase subunit delta) (MVH subunit D)	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	141	1.12.99.-	mvhD MTH_1136		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250};	SUBUNIT: The F420-non-reducing hydrogenase is composed of three subunits; MvhA, MvhD and MvhG. It forms a complex with the heterodisulfide reductase (hdr) (By similarity). {ECO:0000250}.
B4KFU7	NARF_DROMO	Probable cytosolic Fe-S cluster assembly factor GI11683	Drosophila mojavensis (Fruit fly)	476		GI11683			
Q6CFR3	NAR1_YARLI	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	491		NAR1 YALI0B04532g			
P13064	PHSS_DESNO	Periplasmic [NiFeSe] hydrogenase small subunit (EC 1.12.99.6) (NiFeSe hydrogenlyase small chain) (Fragment)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	32	1.12.99.6			COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
P40593	HOXO_AZOVI	Hydrogenase expression/formation protein HoxO	Azotobacter vinelandii	148		hoxO			
P23516	HOXN_CUPNH	High-affinity nickel transport protein	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	351		hoxN PHG023			
P31913	HOXT_CUPNH	Protein HoxT	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	179		hoxT PHG010			
Q45256	HYPA2_BRADU	Hydrogenase maturation factor HypA 2	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	113		hypA2 hypA bll6932			
A8IMT6	HYPA_AZOC5	Hydrogenase maturation factor HypA	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	113		hypA AZC_0607			
Q4WQ87	NAR1_ASPFU	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	597		nar1 AFUA_4G11960			
A2Q9A9	NAR1_ASPNC	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	597		nar1 An01g07240			
Q00393	FRHG_METVO	Coenzyme F420 hydrogenase subunit gamma (EC 1.12.98.1) (8-hydroxy-5-deazaflavin-reducing hydrogenase subunit gamma) (FRH)	Methanococcus voltae	243	1.12.98.1	frhG frcG		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; ; COFACTOR: Name=iron-sulfur cluster; Xref=ChEBI:CHEBI:30408; ; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; 	SUBUNIT: Complex of alpha, beta and gamma subunits.
Q8TKW2	COOS1_METAC	Carbon monoxide dehydrogenase 1 (CODH 1) (EC 1.2.7.4)	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	628	1.2.7.4	cooS1 MA_3282		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q9F8A8};  Note=Binds 3 [4Fe-4S] clusters per homodimer. {ECO:0000250|UniProtKB:Q9F8A8}; COFACTOR: Name=[Ni-Fe-S] cluster; Xref=ChEBI:CHEBI:60400; Evidence={ECO:0000250|UniProtKB:Q9F8A8};  Note=Binds 2 [Ni-4Fe-5S] clusters per homodimer. {ECO:0000250|UniProtKB:Q9F8A8};	SUBUNIT: Homodimer. {ECO:0000250}.
Q8TXX3	COOS_METKA	Carbon monoxide dehydrogenase (CODH) (EC 1.2.7.4)	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	638	1.2.7.4	cooS MK0536		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q9F8A8};  Note=Binds 3 [4Fe-4S] clusters per homodimer. {ECO:0000250|UniProtKB:Q9F8A8}; COFACTOR: Name=[Ni-Fe-S] cluster; Xref=ChEBI:CHEBI:60400; Evidence={ECO:0000250|UniProtKB:Q9F8A8};  Note=Binds 2 [Ni-4Fe-5S] clusters per homodimer. {ECO:0000250|UniProtKB:Q9F8A8};	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q9F8A8}.
P80489	FRHA_METBF	Coenzyme F420 hydrogenase subunit alpha (EC 1.12.98.1) (8-hydroxy-5-deazaflavin-reducing hydrogenase subunit alpha) (FRH)	Methanosarcina barkeri (strain Fusaro / DSM 804)	456	1.12.98.1	frhA Mbar_A0452		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; ; COFACTOR: Name=iron-sulfur cluster; Xref=ChEBI:CHEBI:30408; ; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; 	SUBUNIT: Pentamer of two alpha chains, two beta chains and a gamma chain.
Q8PU58	FPOA_METMA	F(420)H(2) dehydrogenase subunit A (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit A) (F(420)H(2)-dependent phenazine oxidoreductase subunit A) (FPO subunit A) (Methanophenazine hydrogenase subunit A) (Methanosarcina-phenazine hydrogenase subunit A)	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	129	1.12.98.3	fpoA MM_2491			SUBUNIT: The FPO complex is composed of at least 13 different subunits. FpoA, FpoH, FpoJ, FpoK, FpoL, FpoM and FpoN proteins constitute the membrane sector of the complex. {ECO:0000269|PubMed:10751389}.
P0CL46	FHLA_SALTY	Formate hydrogenlyase transcriptional activator	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	692		fhlA STM2859			
Q8PU59	FPOH_METMA	F(420)H(2) dehydrogenase subunit H (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit H) (F(420)H(2)-dependent phenazine oxidoreductase subunit H) (FPO subunit H) (Methanophenazine hydrogenase subunit H) (Methanosarcina-phenazine hydrogenase subunit H)	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	350	1.12.98.3	fpoH MM_2487			SUBUNIT: FPO complex is composed of at least 13 different subunits. {ECO:0000269|PubMed:10751389}.
Q8TR73	COOS2_METAC	Carbon monoxide dehydrogenase 2 (CODH 2) (EC 1.2.7.4)	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	633	1.2.7.4	cooS2 MA_1309		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q9F8A8};  Note=Binds 3 [4Fe-4S] clusters per homodimer. {ECO:0000250|UniProtKB:Q9F8A8}; COFACTOR: Name=[Ni-Fe-S] cluster; Xref=ChEBI:CHEBI:60400; Evidence={ECO:0000250|UniProtKB:Q9F8A8};  Note=Binds 2 [Ni-4Fe-5S] clusters per homodimer. {ECO:0000250|UniProtKB:Q9F8A8};	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q9F8A8}.
Q6LXA4	EHAA_METMP	Probable [NiFe]-hydrogenase-type-3 Eha complex membrane subunit A	Methanococcus maripaludis (strain S2 / LL)	88		ehaA MMP1448			SUBUNIT: Putative multisubunit membrane-bound [NiFe]-hydrogenase eha is composed of at least 20 subunits. {ECO:0000250}.
P19499	FRHB_METTH	Coenzyme F420 hydrogenase subunit beta (EC 1.12.98.1) (8-hydroxy-5-deazaflavin-reducing hydrogenase subunit beta) (FRH)	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	281	1.12.98.1	frhB MTH_1297		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; ; COFACTOR: Name=iron-sulfur cluster; Xref=ChEBI:CHEBI:30408;  Note=There are 12-13 Fe atoms per alpha/beta/gamma unit of the FRH.; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; 	SUBUNIT: Heterocomplex of the form (alpha(1)beta(1)gamma(1))(8).
Q60340	FRHG_METJA	Coenzyme F420 hydrogenase subunit gamma (EC 1.12.98.1) (8-hydroxy-5-deazaflavin-reducing hydrogenase subunit gamma) (FRH)	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	230	1.12.98.1	frhG MJ0031			SUBUNIT: Heterocomplex of the form (alpha(1)beta(1)gamma(1))(8). {ECO:0000250}.
P33389	HMC2_DESVH	Protein DVU_0535 (HMC operon ORF 2)	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	370		DVU_0535			
P31901	HYPA_CUPNH	Hydrogenase maturation factor HypA	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	119		hypA PHG012			
P0A0U4	HYPA_HELPY	Hydrogenase/urease maturation factor HypA	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	117		hypA HP_0869			SUBUNIT: Monomer and homodimer. Forms a complex with HypB. {ECO:0000269|PubMed:12533448}.
P0AEW2	HYFE_ECO57	Hydrogenase-4 component E (EC 1.-.-.-)	Escherichia coli O157:H7	216	1.-.-.-	hyfE Z3745 ECs3347			
P13062	PHNS_DESMU	Periplasmic [NiFe] hydrogenase small subunit (EC 1.12.2.1) (NiFe hydrogenlyase small chain) (Fragment)	Desulfovibrio multispirans	32	1.12.2.1	hydA		COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
O27404	FPAA_METTH	Type A flavoprotein FprA (EC 1.-.-.-) (FMN protein FprA) (Flavoprotein A)	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	404	1.-.-.-	fpaA fprA MTH_1350		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250};  Note=Binds 1 FMN per subunit. {ECO:0000250}; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875;  Note=Binds 2 iron ions per subunit.;	SUBUNIT: Homodimer or homotetramer. {ECO:0000250}.
P31907	HOXX_BRADU	Hydrogenase maturation factor HoxX	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	566		hoxX bll6926			
P0AEW1	HYFE_ECOLI	Hydrogenase-4 component E (EC 1.-.-.-)	Escherichia coli (strain K12)	216	1.-.-.-	hyfE b2485 JW2470			
P33375	MBHS_ALCHY	Uptake hydrogenase small subunit (EC 1.12.99.6) (Hydrogenlyase) (Membrane-bound hydrogenase small subunit)	Alcaligenes hydrogenophilus	363	1.12.99.6	hupS		COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
P21950	MBHS_AZOVI	Uptake hydrogenase small subunit (EC 1.12.99.6) (Hydrogenase subunit beta) (Hydrogenlyase) (Membrane-bound hydrogenase small subunit)	Azotobacter vinelandii	358	1.12.99.6	hoxK		COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters. {ECO:0000250};	SUBUNIT: Heterodimer of a large and a small subunit.
F1SVE1	FPOO_METMA	F(420)H(2) dehydrogenase subunit O (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit O) (F(420)H(2)-dependent phenazine oxidoreductase subunit O) (FPO subunit O) (Methanophenazine hydrogenase subunit O) (Methanosarcina-phenazine hydrogenase subunit O)	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	131	1.12.98.3	fpoO MM_2479		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: The FPO complex is composed of at least 13 different subunits. {ECO:0000269|PubMed:10751389}.
