Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
Q9CQA3	SDHB_MOUSE	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	Mus musculus (Mouse)	282	1.3.5.1	Sdhb	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (eukaryal route): step 1/1.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: Component of complex II composed of four subunits: the flavoprotein (FP) SDHA, iron-sulfur protein (IP) SDHB, and a cytochrome b560 composed of SDHC and SDHD (By similarity). Interacts with SDHAF1; the interaction is required for iron-sulfur cluster incorporation into SDHB (By similarity). {ECO:0000250|UniProtKB:P21912, ECO:0000250|UniProtKB:Q007T0}.
Q59661	SDHA_PARDE	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Paracoccus denitrificans	600	1.3.5.1	sdhA	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (bacterial route): step 1/1. {ECO:0000250|UniProtKB:P0AC41}.	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P0AC41}; 	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. {ECO:0000250|UniProtKB:P0AC41}.
P0AC50	FRDB_SHIFL	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	Shigella flexneri	244	1.3.5.1	frdB SF4311 S4576		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: Fumarate dehydrogenase forms part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, and two hydrophobic anchor proteins. {ECO:0000250}.
P9WN88	FRDB_MYCTO	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	247	1.3.5.1	frdB MT1604		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: Fumarate dehydrogenase forms part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, and two hydrophobic anchor proteins. {ECO:0000250}.
P0AC44	DHSD_ECOLI	Succinate dehydrogenase hydrophobic membrane anchor subunit	Escherichia coli (strain K12)	115		sdhD b0722 JW0712	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;  Note=The heme is bound between the two transmembrane subunits.;	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers. {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024}.
A4TRQ4	FRDC_YERPP	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Yersinia pestis (strain Pestoides F)	130		frdC YPDSF_3616			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
B7UPX3	FRDD_ECO27	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	119		frdD E2348C_4479			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B7M8R6	FRDD_ECO8A	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli O8 (strain IAI1)	119		frdD ECIAI1_4388			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q8FAL7	FRDD_ECOL6	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	119		frdD c5239			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
B3GYK8	FRDD_ACTP7	Fumarate reductase subunit D	Actinobacillus pleuropneumoniae serotype 7 (strain AP76)	114		frdD APP7_1587			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
A8AMP5	FRDD_CITK8	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	119		frdD CKO_03681			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B1ITP5	FRDD_ECOLC	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	119		frdD EcolC_3859			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P20921	FRDB_PROVU	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	Proteus vulgaris	245	1.3.5.1	frdB		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601;  Note=Binds 1 [2Fe-2S] cluster.; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137;  Note=Binds 1 [3Fe-4S] cluster.; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 1 [4Fe-4S] cluster.;	SUBUNIT: Fumarate dehydrogenase forms part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, and two hydrophobic anchor proteins.
A8AMP4	FRDC_CITK8	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	131		frdC CKO_03680			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q5ZIS0	DHSD_CHICK	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	Gallus gallus (Chicken)	157		SDHD RCJMB04_23p7	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.		SUBUNIT: Component of complex II composed of four subunits: the flavoprotein (FP) SDHA, iron-sulfur protein (IP) SDHB, and a cytochrome b560 composed of SDHC and SDHD. {ECO:0000269|PubMed:15805592, ECO:0000269|PubMed:16371358, ECO:0000269|PubMed:16935256}.
B4EWY5	FRDC_PROMH	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Proteus mirabilis (strain HI4320)	131		frdC PMI3586			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
A6VQC0	FRDD_ACTSZ	Fumarate reductase subunit D	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)	114		frdD Asuc_1816			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q7M827	MFRA_WOLSU	8-methylmenaquinol:fumarate reductase flavoprotein subunit (MFR flavoprotein subunit) (EC 1.3.5.-)	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	613	1.3.5.-	sdhA WS1920		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000305|PubMed:19170876}; 	SUBUNIT: The MFR complex is composed of three subunits: a flavoprotein (SdhA), an iron-sulfur protein (SdhB), and one hydrophobic anchor protein (SdhE). {ECO:0000269|PubMed:19170876}.
Q92J99	DHSC_RICCN	Succinate dehydrogenase cytochrome b556 subunit (Cytochrome b-556)	Rickettsia conorii (strain ATCC VR-613 / Malish 7)	124		sdhC RC0168	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers (By similarity). {ECO:0000250}.
O62215	DHSD_CAEEL	Putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone reductase membrane anchor subunit)	Caenorhabditis elegans	145		sdhd-1 F33A8.5	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.		SUBUNIT: Forms part of complex II containing four subunits: a flavoprotein (FP), an iron-sulfur protein (IP) and a cytochrome b composed of a large and a small subunit. {ECO:0000250}.
A1JIQ1	FRDC_YERE8	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	130		frdC YE0362			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
B2K1Z0	FRDC_YERPB	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	130		frdC YPTS_0437			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
A7MZ43	FRDC_VIBCB	Fumarate reductase subunit C	Vibrio campbellii (strain ATCC BAA-1116 / BB120)	127		frdC VIBHAR_00133			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
B5R016	FRDC_SALEP	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Salmonella enteritidis PT4 (strain P125109)	131		frdC SEN4111			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q0SXC4	FRDC_SHIF8	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Shigella flexneri serotype 5b (strain 8401)	131		frdC SFV_4311			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
P9WNB7	FRDC_MYCTU	Fumarate reductase subunit C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	126		frdC Rv1554 MTCY48.11c			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q4UKC3	DHSD_RICFE	Succinate dehydrogenase hydrophobic membrane anchor subunit	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)	120		sdhD RF_1161	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. {ECO:0000250}.
P80479	DHSD_PORPU	Succinate dehydrogenase membrane anchor subunit (Succinate dehydrogenase, subunit IV)	Porphyra purpurea (Red seaweed) (Ulva purpurea)	95		SDH4 SDHD	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins. {ECO:0000250}.
Q9VCI5	DHSD_DROME	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone reductase membrane anchor subunit)	Drosophila melanogaster (Fruit fly)	182		SdhD CG10219	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.		SUBUNIT: Forms part of complex II containing four subunits: a flavoprotein (FP), an iron-sulfur protein (IP) and a cytochrome b composed of a large and a small subunit. {ECO:0000250}.
C5A1E5	FRDD_ECOBW	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli (strain K12 / MC4100 / BW2952)	119		frdD BWG_3866			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B7UPX4	FRDC_ECO27	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	131		frdC E2348C_4480			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q5PL70	FRDC_SALPA	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	131		frdC SPA4158			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q8X9A9	DHSD_ECO57	Succinate dehydrogenase hydrophobic membrane anchor subunit	Escherichia coli O157:H7	115		sdhD Z0876 ECs0747	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers (By similarity). {ECO:0000250}.
O35943	FRDA_MOUSE	Frataxin, mitochondrial (Fxn) (EC 1.16.3.1) [Cleaved into: Frataxin intermediate form; Frataxin mature form]	Mus musculus (Mouse)	207	1.16.3.1	Fxn Frda			SUBUNIT: Monomer (probable predominant form). Oligomer (PubMed:11823441). Interacts with LYRM4 and HSPA9. Interacts with ACO1. Interacts with ISCU. Interacts with FECH; one iron-bound FXN monomer seems to interact with a FECH homodimer. Interacts with SDHA and SDHB. Interacts with ACO2; the interaction is dependent on citrate (By similarity). {ECO:0000250|UniProtKB:D3ZYW7, ECO:0000250|UniProtKB:Q16595, ECO:0000269|PubMed:11823441}.
A5GZW8	DHSD_PIG	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	Sus scrofa (Pig)	159		SDHD	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.		SUBUNIT: Component of complex II composed of four subunits: the flavoprotein (FP) SDHA, iron-sulfur protein (IP) SDHB, and a cytochrome b560 composed of SDHC and SDHD. {ECO:0000269|PubMed:15989954}.
Q9KNS3	FRDC_VIBCH	Fumarate reductase subunit C	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	127		frdC VC_2658			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q8HXX9	FRDA_MACFA	Frataxin, mitochondrial (Fxn) (EC 1.16.3.1) [Cleaved into: Frataxin intermediate form; Frataxin mature form]	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	210	1.16.3.1	FXN FRDA1 QnpA-13971			SUBUNIT: Monomer (probable predominant form). Oligomer. Interacts with LYRM4 and HSPA9. Interacts with ACO1. Interacts with ISCU. Interacts with FECH; one iron-bound FXN monomer seems to interact with a FECH homodimer. Interacts with SDHA and SDHB. Interacts with ACO2; the interaction is dependent on citrate. {ECO:0000250|UniProtKB:D3ZYW7, ECO:0000250|UniProtKB:Q16595}.
A3N2H4	FRDD_ACTP2	Fumarate reductase subunit D	Actinobacillus pleuropneumoniae serotype 5b (strain L20)	114		frdD APL_1526			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P67639	FRDC_SALTI	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Salmonella typhi	131		frdC STY4701 t4393			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
B7LLT5	FRDD_ESCF3	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	119		frdD EFER_4205			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P0A8Q3	FRDD_ECOLI	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli (strain K12)	119		frdD b4151 JW4112			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).
A8A7Q1	FRDC_ECOHS	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Escherichia coli O9:H4 (strain HS)	131		frdC EcHS_A4396			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
P0AC48	FRDB_ECOL6	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	244	1.3.5.1	frdB c5241		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: Fumarate dehydrogenase forms part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, and two hydrophobic anchor proteins. {ECO:0000250}.
A7MMB3	FRDD_CROS8	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	119		frdD ESA_00162			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q1R3A6	FRDD_ECOUT	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli (strain UTI89 / UPEC)	119		frdD UTI89_C4751			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P44891	FRDD_HAEIN	Fumarate reductase subunit D	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	114		frdD HI_0832			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q16595	FRDA_HUMAN	Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]	Homo sapiens (Human)	210	1.16.3.1	FXN FRDA X25			SUBUNIT: Monomer (probable predominant form). Oligomer. Monomers and polymeric aggregates of >1 MDa have been isolated from mitochondria. A small fraction of heterologous overexpressed recombinant frataxin forms high-molecular wight aggregates that incoroprate iron (PubMed:11823441, PubMed:12755598, PubMed:15641778, PubMed:15581888). Interacts with LYRM4 (PubMed:17331979). Interacts with ACO1 (PubMed:20053667). Interacts with ISCU isoform 1 and isoform 2 (PubMed:12785837, PubMed:16091420). Interacts with FECH; one iron-bound FXN monomer seems to interact with a FECH homodimer (PubMed:15123683). Interacts with SDHA and SDHB (PubMed:15961414). Interacts with ACO2; the interaction is dependent on citrate (By similarity). Interacts with HSPA9 (PubMed:17331979, PubMed:26702583). {ECO:0000250|UniProtKB:D3ZYW7, ECO:0000269|PubMed:11823441, ECO:0000269|PubMed:12755598, ECO:0000269|PubMed:12785837, ECO:0000269|PubMed:15123683, ECO:0000269|PubMed:15581888, ECO:0000269|PubMed:15641778, ECO:0000269|PubMed:15961414, ECO:0000269|PubMed:16091420, ECO:0000269|PubMed:17331979, ECO:0000269|PubMed:20053667, ECO:0000269|PubMed:26702583}.
P00363	FRDA_ECOLI	Fumarate reductase flavoprotein subunit (EC 1.3.5.4)	Escherichia coli (strain K12)	602	1.3.5.4	frdA b4154 JW4115		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;  Note=Binds 1 FAD covalently per subunit. Flavinylated by SdhE, about 5% flavinylation occurs in the absence of SdhE (PubMed:24374335, PubMed:26644464). {ECO:0000269|PubMed:24374335, ECO:0000269|PubMed:26644464};	SUBUNIT: Fumarate dehydrogenase forms part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, and two hydrophobic anchor proteins. Can be cross-linked to SdhE (PubMed:26644464). {ECO:0000269|PubMed:26644464, ECO:0000305|PubMed:26644464}.
O06912	FRDC_HELPY	Fumarate reductase cytochrome b subunit	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	255		frdC HP_0193			SUBUNIT: Part of an enzyme complex containing three subunits: a flavoprotein, an iron-sulfur, and cytochrome b-556. {ECO:0000250}.
P67638	FRDC_SALTY	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	131		frdC STM4341			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
A5UHY2	FRDD_HAEIG	Fumarate reductase subunit D	Haemophilus influenzae (strain PittGG)	114		frdD CGSHiGG_07665			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P67644	FRDD_MYCBO	Fumarate reductase subunit D	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	125		frdD BQ2027_MB1580			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P9WN90	FRDA_MYCTO	Fumarate reductase flavoprotein subunit (EC 1.3.5.4)	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	583	1.3.5.4	frdA MT1603		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD covalently per subunit. {ECO:0000250};	SUBUNIT: Fumarate dehydrogenase forms part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, and two hydrophobic anchor proteins. {ECO:0000250}.
P51057	DHSD_COXBU	Succinate dehydrogenase hydrophobic membrane anchor subunit	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	115		sdhD CBU_1402	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. {ECO:0000269|PubMed:7698664}.
