Protein ID	Transcribed	Expression [TPM]	JGI EC	Bidir EC	Bidir Subunit	Uniprot hit
1734347	Y	46.81289999999999	1.6.2.4	1.6.2.4		P37039
1683321	Y	111.8976	3.4.11.18	3.4.11.18	SUBUNIT: Interacts strongly with the eIF-2 gamma-subunit EIF2S3 (By similarity). Binds EIF2S1 at low magnesium concentrations. {ECO:0000250, ECO:0000269|PubMed:14534293, ECO:0000269|PubMed:15012983, ECO:0000269|PubMed:16134930, ECO:0000269|PubMed:17350258, ECO:0000269|PubMed:17636946, ECO:0000269|PubMed:9812898}.	P50579
1663414	Y	3.4745593333333336		2.3.1.225		Q5BC23
1736966	Y	4.059534333333333				Q00940
441725	Y	22.9911				Q9P7B3
462190	Y	3.957459				B4KJ11
1302175	Y	5.564546666666666			SUBUNIT: Component of the RNA polymerase III (Pol III) complex consisting of 17 subunits. {ECO:0000250}.	Q9Y2Y1
1663466	Y	4.643285333333333			SUBUNIT: Component of the RNA polymerase III (Pol III) complex consisting of 17 subunits. Interacts with RPC4 (By similarity). {ECO:0000250}.	Q9CZT4
1699410	Y	192.53093333333334	1.3.1.21		SUBUNIT: Component of the Arp2/3 complex composed of arpB/Arp2, arpC/Arp3, arcA/p41-arc, arcB/p34-arc, arcC/p21-arc, arcD/p20-arc and arcE/p16-arc. Interacts with carmil (via the region between the LRR domain and COOH-terminal proline-rich domain); carmil is required for Arp2/3-dependent actin nucleation. Arp2/3 complex, MyoB, MyoC, and the alpha and beta subunits of capping protein all form a larger complex with carmil. {ECO:0000269|PubMed:11425877, ECO:0000269|PubMed:11807934, ECO:0000269|PubMed:17296313}.	P42528
1273756	Y	6.90528	6.3.2.19		SUBUNIT: Part of the CSA complex (DCX(ERCC8) complex), a DCX E3 ubiquitin-protein ligase complex containing ERCC8, RBX1, DDB1 and CUL4A; the CSA complex interacts with RNA polymerase II; upon UV irradiation it interacts with the COP9 signalosome and preferentially with the hyperphosphorylated form of RNA polymerase II. Interacts with ERCC6 and KIAA1530/UVSSA. Interacts with a subunit of RNA polymerase II TFIIH. Interacts directly with DDB1 (PubMed:22118460). {ECO:0000269|PubMed:12732143, ECO:0000269|PubMed:16751180, ECO:0000269|PubMed:22118460, ECO:0000269|PubMed:22466612}.	Q13216
1703857	Y	2.0252866666666667	2.7.1.108	2.7.1.108		F4J4C8
1015572	Y	2.511188333333333			SUBUNIT: Interacts with WDR91; involved in early to late endosome cargo transport (PubMed:26783301, PubMed:27126989). Interacts with BECN1; negatively regulates the PI3 kinase/PI3K activity associated with endosomal membranes (PubMed:26783301). Interacts with SQSTM1; the interaction is direct and regulates the interaction of SQSTM1 with ubiquitinated proteins (PubMed:28404643). Interacts with MAP1LC3C; recruits MAP1LC3C to ubiquitinated protein aggregates in the aggrephagy process (PubMed:28404643). {ECO:0000269|PubMed:26783301, ECO:0000269|PubMed:27126989, ECO:0000269|PubMed:28404643}.	Q562E7
281282	Y	1.2952733333333333				P44263
1657642	Y	22.188033333333333	6.2.1.3	6.2.1.3		O60135
1355550	Y	53.62033		3.6.5.-		P43690
1632883	Y	0.8747616666666667				Q9Y820
1684709	Y	44.4848			SUBUNIT: Undecamer (an oligomer having eleven subunits) (By similarity). Oligomerization is important for its function in lipid droplet formation (By similarity). Interacts with TMEM159/LDAF1 to form an oligomeric complex (By similarity). Interacts with RAB18 (By similarity). Interacts with ZFYVE1 in a RAB18-dependent manner (By similarity). {ECO:0000250|UniProtKB:Q96G97}.	Q5E9P6
1283253	Y	92.43374666666666			SUBUNIT: Component of the 19S proteasome regulatory particle complex. The 26S proteasome consists of a 20S core particle (CP) and two 19S regulatory subunits (RP). The regulatory particle is made of a lid composed of 9 subunits including PSMD6, a base containing 6 ATPases and few additional components. {ECO:0000269|PubMed:27342858, ECO:0000269|PubMed:27428775}.	Q15008
1627226	Y	35.91823333333333			SUBUNIT: Heterohexamer of two PFD-alpha type and four PFD-beta type subunits. {ECO:0000250}.	Q03958
954171	N			3.4.19.-		B6MUN4
1738840	Y	10.157401		3.5.1.41		H9JW44
917568	N			3.6.4.-	SUBUNIT: Found in a post-splicing messenger ribonucleoprotein (mRNP) complex (PubMed:21419344). Associates with the exon junction complex (EJC) (PubMed:11546874, PubMed:16452507). Associates with the SGM1C complex; is phosphorylated by the complex kinase component SGM1 (PubMed:19417104). Interacts with UPF2 (PubMed:11163187, PubMed:11073994, PubMed:11113196, PubMed:19556969). Interacts with UPF3A and UPF3B (PubMed:11163187). Interacts with EST1A (PubMed:12554878). Interacts with SLBP (PubMed:16086026). Interacts (when hyperphosphorylated) with PNRC2 (PubMed:19150429). Interacts with AGO1 and AGO2 (PubMed:17932509). Interacts with GSPT2 (PubMed:18447585). Interacts with isoform 1 and isoform 5 of ADAR/ADAR1 (PubMed:18362360). Interacts with SMG7 (PubMed:15721257). Interacts with ZC3H12A; this interaction occurs in a mRNA translationally active- and termination-dependent manner and is essential for ZC3H12A-mediated degradation of target mRNAs (PubMed:26000482). Interacts with CPSF6 (PubMed:19864460). Interacts with MOV10; the interaction is direct and RNA-dependent (PubMed:24726324). Interacts with SHFL; the interaction increases in the presence of RNA (PubMed:27974568). Interacts with UPF2 and DDX4; interactions are mediated by TDRD6 (By similarity). {ECO:0000250|UniProtKB:Q9EPU0, ECO:0000269|PubMed:11073994, ECO:0000269|PubMed:11113196, ECO:0000269|PubMed:11163187, ECO:0000269|PubMed:11546874, ECO:0000269|PubMed:12554878, ECO:0000269|PubMed:15721257, ECO:0000269|PubMed:16086026, ECO:0000269|PubMed:16452507, ECO:0000269|PubMed:17932509, ECO:0000269|PubMed:18362360, ECO:0000269|PubMed:18447585, ECO:0000269|PubMed:19150429, ECO:0000269|PubMed:19417104, ECO:0000269|PubMed:19556969, ECO:0000269|PubMed:19864460, ECO:0000269|PubMed:21419344, ECO:0000269|PubMed:24726324, ECO:0000269|PubMed:26000482, ECO:0000269|PubMed:27974568}.; SUBUNIT: (Microbial infection) Interacts with human T-cell leukemia virus 1/HTLV-1 protein Tax; this interaction inhibits the host nonsense-mediated mRNA decay (NMD). {ECO:0000269|PubMed:29382845}.	Q92900
538855	Y	18.886083333333335	2.4.1.16	2.4.1.16		O13356
1427133	Y	0.6999920666666667			SUBUNIT: Consists of at least two heavy chains and a number of intermediate and light chains. {ECO:0000250|UniProtKB:Q8TE73}.	E9Q8T7
1033893	Y	30.034033333333337	3.3.2.6	3.3.2.6		Q3SZH7
1297137	Y	490.73286199999995	2.7.1.40	2.7.1.40	SUBUNIT: Homotetramer. {ECO:0000250}.	P80885
1634428	Y	6.0099566666666675			SUBUNIT: Interacts with GSP1, XPO1 and SRM1. {ECO:0000269|PubMed:9395535}.	P40517
1694832	Y	37.087409	6.1.1.16	6.1.1.16	SUBUNIT: Monomer. {ECO:0000250}.	Q9ER72
976557	Y	296.8759	3.4.25.1	3.4.25.1	SUBUNIT: Component of the outer alpha-ring of the 20S proteasome core which is composed of 28 subunits that are arranged in four stacked rings, resulting in a barrel-shaped structure (PubMed:23706739, PubMed:31358751). The catalytic chamber with the active sites is on the inside of the barrel (Probable). Interacts with canonical subunits of the spermatoproteasome, including proteasome activators PSME4 (also called PA200) and PSME3 (also called PA28-gamma) (PubMed:31437213). Interacts with proteasome-interacting proteins chaperones including CCT6B and CCT2, ubiquitin ligases (TRIP12, NEDD4, TRIM36 and RAD18), and ubiquitin specific proteases such as USP9X, USP34, USP5 and USP47 (PubMed:31437213). Interacts with meiotic proteins cyclin dependent kinase CDK1 and the ATPase TRIP13 as well as proteins of the synaptonemal complex SIX6OS1 and SYCE3 (PubMed:31437213). {ECO:0000269|PubMed:23706739, ECO:0000269|PubMed:31358751, ECO:0000269|PubMed:31437213, ECO:0000305}.	Q9CWH6
1710794	Y	2.144883333333333				P44917
405594	Y	6.639691	3.6.1.-		SUBUNIT: Interacts with EBP2 and PES. {ECO:0000269|PubMed:26163696}.	Q9M8Z5
1636969	Y	59.7653		4.2.1.134	SUBUNIT: Interacts with CDKA-1; but only with the 'Tyr-15' phosphorylated protein. Interacts with PAS1. Part of the fatty acid elongase complex which contains a beta-ketoacyl-CoA synthase (KCS), a beta-ketoacyl-CoA reductase (KCR), a beta-hydroxyacyl-CoA dehydratase (HCD) and an enoyl-CoA reductase (ECR) (Probable). {ECO:0000305|PubMed:16698944, ECO:0000305|PubMed:20145257}.	Q8VZB2
932622	Y	39.865233333333336		4.2.1.129; 5.4.99.17		P33247
1056420	Y	0.43292766666666666	2.7.7.7	2.7.7.7; 3.1.11.-	SUBUNIT: Heterotetramer that consist of the pol3, cdc1, cdc27 and cdm1 subunits. The pol3 subunit contains the polymerase active site and most likely the active site for the 3'-5' exonuclease activity.	P30316
1004041	Y	63.18239736666667	3.4.16.5	3.4.16.5		P30574
1031196	Y	0.0				Q00333
1288241	Y	42.99463333333333	6.3.2.19	2.3.2.23		O74810
1280342	Y	3.343668		3.1.-.-		P28706
1627454	Y	39.422525666666665			SUBUNIT: Interacts with DIAPH1. Forms a nuclear ternary complex with MRTFA and SRF. {ECO:0000269|PubMed:19350017}.	Q8C8N2
980140	Y	1.2012983333333331		3.1.1.-	SUBUNIT: Interacts with RPP0 (PubMed:15286401). Interacts with APM2 (PubMed:26658609). {ECO:0000269|PubMed:15286401, ECO:0000269|PubMed:26658609}.	P43564
1085106	Y	190.29627920666667	3.4.25.1	3.4.25.1	SUBUNIT: The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. The 20S proteasome core is a barrel-shaped complex made of 28 subunits that are arranged in four stacked rings. The two outer rings are each formed by seven alpha subunits, and the two inner rings are formed by seven beta subunits. The proteolytic activity is exerted by three beta-subunits PSMB5, PSMB6 and PSMB7 (PubMed:16857966, PubMed:22341445). Interacts with ALKBH4 (By similarity). {ECO:0000250|UniProtKB:P60900, ECO:0000269|PubMed:16857966, ECO:0000269|PubMed:22341445}.	Q9QUM9
921975	Y	3.4568366666666663				P42942
1037536	Y	2.0335001			SUBUNIT: Monomer and dimer. Interacts with RAD51; regulates RAD51 recruitment and function at sites of DNA repair. Interacts with SEM1, WDR16, USP11, DMC1, ROCK2 and NPM1. Interacts with both nonubiquitinated and monoubiquitinated FANCD2; this complex also includes XRCC3 and phosphorylated FANCG. Part of a BRCA complex containing BRCA1, BRCA2 and PALB2. Interacts directly with PALB2 which may serve as a scaffold for a HR complex containing PALB2, BRCA2, RAD51C, RAD51 and XRCC3. Interacts with BRCA1 only in the presence of PALB2 which serves as the bridging protein. Interacts with POLH; the interaction is direct. Interacts with the TREX-2 complex subunits PCID2 and SEM1 (By similarity). {ECO:0000250|UniProtKB:P51587, ECO:0000269|PubMed:12228710}.	O35923
1617324	Y	0.8794220333333332			SUBUNIT: Identified in the spliceosome B complex. Identified in the spliceosome C complex. Associates with the U5 snRNP particle. Component of the U4/U6-U5 tri-snRNP complex composed of the U4, U6 and U5 snRNAs and at least PRPF3, PRPF4, PRPF6, PRPF8, PRPF31, SNRNP200, TXNL4A, SNRNP40, DDX23, CD2BP2, PPIH, SNU13, EFTUD2, SART1 and USP39, LSm proteins LSm2-8 and Sm proteins. Interacts with ARAF1. Interacts with AR and NR3C1, but not ESR1, independently of the presence of hormones. {ECO:0000250|UniProtKB:O94906}.	Q91YR7
1313074	Y	2.999248				Q9QXL2
1655110	Y	12.636413666666668	6.3.2.19	2.3.2.23; 2.3.2.24	SUBUNIT: Component of the APC/C complex. {ECO:0000250|UniProtKB:O00762}.	P56616
1640907	N					Q54I57
1295213	Y	286.79833333333335	6.2.1.-	6.-.-.-		O74976
1272104	Y	16.509175				O13870
1397098	Y	1.1530043333333335				O13985
1681890	Y	5.4922933333333335		2.7.1.160		O14045
1730983	Y	0.18617133333333333				Q45133
1653052	Y	4.3199803333333335			SUBUNIT: Component of the nexin-dynein regulatory complex (N-DRC). Interacts with microtubules. Interacts with SMO. Interacts (via coiled-coil domains) with RAB3B (in GTP-bound form). {ECO:0000250|UniProtKB:Q60779, ECO:0000250|UniProtKB:Q7XJ96}.	Q499U4
1749454	Y	13.882853333333335			SUBUNIT: Component of the small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs (H/ACA snoRNPs). {ECO:0000250|UniProtKB:P28007}.	Q6CJ45
998205	Y	4.068513333333333			SUBUNIT: Associated with DNA polymerase alpha, RFC1 and cyclin A, in multiprotein DNA replication complexes. Also associates with replication origins at the G1/S phase boundary and throughout the S phase in vivo (By similarity). {ECO:0000250}.	Q8K339
939940	Y	8.31309		2.3.1.225		A0A0R4IF99
1690012	Y	1.0949616666666666			SUBUNIT: Isoform 1 interacts (through WDR repeats) with NVL; the interaction is independent of RNA or pre-60S ribosome particles. Isoform 2 does not interact with NVL (PubMed:28416111). Interacts with MTREX; the interaction dissociation in a late stage of rRNA synthesis is required for appropriate maturation of pre-60S particles and depends on the ATPase activity of NVL (PubMed:26456651, PubMed:29107693). {ECO:0000269|PubMed:26456651, ECO:0000269|PubMed:28416111, ECO:0000269|PubMed:29107693}.	Q6RFH5
1727915	Y	7.738203333333334				Q5U3N7
977990	Y	0.5266956666666667				Q6AY71
1679034	Y	44.704426666666656		3.6.5.-	SUBUNIT: Can occur as a homodimer or as a heterodimer with RRAGC or RRAGD in a sequence-independent manner; heterodimerization stabilizes proteins of the heterodimer. In complex with RRAGC, but not with RRAGB, interacts with RPTOR. The GTP-bound form of RRAGA interacts with NOL8. Component of the lysosomal folliculin complex (LFC), composed of FLCN, FNIP1 (or FNIP2), RRAGA/RagA or RRAGB/RagB GDP-bound, RRAGC/RagC or RRAGD/RagD GTP-bound, and Ragulator. Interacts with SH3BP4; the interaction with this negative regulator is most probably direct, preferentially occurs with the inactive GDP-bound form of RRAGA and is negatively regulated by amino acids. The Rag heterodimer interacts with SLC38A9; the probable amino acid sensor. Interacts (inactive GDP-bound form) with RNF152; stimulated by amino acid starvation. Interacts (polyubiquitinated) with the GATOR1 complex; inactivates RRAGA. Interacts (polyubiquitinated) with TSC2. Interacts with SESN1, SESN2 and SESN3 (By similarity). Interacts with PIP4P1 (By similarity). Interacts with GPR137B (By similarity). {ECO:0000250|UniProtKB:Q7L523, ECO:0000250|UniProtKB:Q80X95}.	Q3SX43
282402	N			3.6.5.-	SUBUNIT: Heterodimers with gpn2 or fet5/gpn3. Binds to RNA polymerase II (RNAPII). {ECO:0000250|UniProtKB:P47122}.	O42906
1622508	Y	0.620336			SUBUNIT: Interacts with Crk-associated substrate BCAR1, NPHP4, PTK2B/PYK2 and tensin. Interacts with INVS and NPHP3. Interacts with AHI1 and TNK2 (By similarity). Interacts with NPHP4 in a complex containing NPHP1, NPHP4 and RPGRIP1L/NPHP8 (By similarity). Interacts with IQCB1; the interaction likely requires additional interactors (By similarity). Interacts with KIF7 (By similarity). Interacts with ANKS3 (By similarity). Interacts with SPATA7 (By similarity). Interacts with FLNA (By similarity). {ECO:0000250|UniProtKB:O15259, ECO:0000250|UniProtKB:Q9QY53}.	Q9TU19
1032789	Y	10.777125666666668	3.4.19.12	3.4.19.12	SUBUNIT: Preferentially binds diubiquitin; the interaction does not hydrolyze diubiquitin but, in vitro, inhibits the hydrolyzing activity on other substrates. {ECO:0000250}.	Q2TBG8
1649317	Y	34.33499666666667				P42023
368508	Y	0.9720990269566666				Q40375
1437407	Y	32.58326666666667	5.3.1.23		SUBUNIT: Complex of five different subunits; alpha, beta, gamma, delta and epsilon. {ECO:0000250}.	Q4R4V8
1700002	Y	2.47366		3.1.3.48		Q12454
1657039	Y	1.671			SUBUNIT: Component of the 7-subunit TFIIH core complex composed of XPB/ERCC3, XPD/ERCC2, GTF2H1, GTF2H2, GTF2H3, GTF2H4 and GTF2H5, which is active in NER. The core complex associates with the 3-subunit CDK-activating kinase (CAK) module composed of CCNH/cyclin H, CDK7 and MNAT1 to form the 10-subunit holoenzyme (holo-TFIIH) active in transcription. Interacts with PUF60. {ECO:0000269|PubMed:10882074, ECO:0000269|PubMed:9852112}.	P32780
1726495	Y	2.7021429		2.7.11.22; 2.7.11.23	SUBUNIT: Component of the srb8-11 complex, a regulatory module of the Mediator complex. {ECO:0000250}.	Q6CCB0
1742156	Y	15.831866666666665				P79003
1287113	Y	3.292133333333333	6.3.2.19		SUBUNIT: Heterodimer of SAE1 and UBA2/SAE2. The heterodimer corresponds to the two domains that are encoded on a single polypeptide chain in ubiquitin-activating enzyme E1. Interacts with UBE2I (By similarity). {ECO:0000250}.	Q5NVN7
1320517	Y	47.15252133333333		6.3.5.3	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00419}.	Q9KTN2
1687740	Y	78.14696599999999			SUBUNIT: Heterohexamer of two PFD-alpha type and four PFD-beta type subunits. {ECO:0000250|UniProtKB:P48363}.	B0ZT47
1277655	Y	91.52323333333334				O74423
1039651	Y	0.788245			SUBUNIT: Component of the IFT complex B, at least composed of IFT20, IFT22, HSPB11/IFT25, IFT27, IFT46, IFT52, TRAF3IP1/IFT54, IFT57, IFT74, IFT80, IFT81, and IFT88 (By similarity). Interacts with IFT88 (By similarity). Interacts with IFT57 and TTC30B (By similarity). {ECO:0000250|UniProtKB:Q8K057}.	Q9P2H3
1719055	Y	2.49005			SUBUNIT: Component of the fcp1/TFIIF/polII complex via interaction of tfg3 with both tfg1/TFIIF-alpha and tfg2/TFIIF-beta subunits.	O94416
1315752	Y	6.2503866666666665			SUBUNIT: Interacts with the GTP form of RRAGA, RRAGC and RRAGD. Interacts with NIP7. Interacts with DDX18; the interaction is RNA-dependent. Interacts with DDX47; the interaction is RNA-dependent. {ECO:0000269|PubMed:14660641, ECO:0000269|PubMed:16963496}.	Q76FK4
1273843	Y	2.9788711666666665	6.3.2.19	2.3.2.27	SUBUNIT: Component of the RNF20/40 complex (also known as BRE1 complex) probably composed of 2 copies of RNF20/BRE1A and 2 copies of RNF40/BRE1B. Interacts with UBE2E1/UBCH6. Interacts with p53/TP53 and WAC. Interacts with PAF1; the interaction mediates the association of the PAF1 and RNF20/40 complexes which is a prerequsite for recruitment of UBE2A/B. Interacts with PA2G4. {ECO:0000250|UniProtKB:Q5VTR2}.	A2VDP1
1029101	Y	89.84237666666667				Q5PQ71
1751400	Y	8.201093333333333			SUBUNIT: Component of the multiprotein assembly MOS4-associated complex (MAC) at least composed of MOS4, CDC5 and PRL1 (PubMed:19629177). Interacts with CYCL1-1 and CDC5 (PubMed:22248079). Associated with the spliceosome (PubMed:22248079). Interacts with ENY2 (PubMed:29588169). {ECO:0000269|PubMed:19629177, ECO:0000269|PubMed:22248079, ECO:0000269|PubMed:29588169}.	Q949S9
997689	Y	8.368555	3.1.-.-	3.1.-.-		Q08237
1686504	N		4.3.2.1	4.3.2.1	SUBUNIT: Homotetramer. {ECO:0000250}.	P50514
1304984	Y	1.2801313333333333				Q8C8J0
986701	Y	4.1664666666666665				Q4WD95
1682469	N					O96860
943946	N		3.4.19.12	3.4.19.-		Q9P371
1626626	Y	37.33967604			SUBUNIT: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex. {ECO:0000255|HAMAP-Rule:MF_03002}.	A7E471
1420167	Y	5.344866				Q5I020
1273434	N		6.3.2.19			Q8QHI3
1372078	Y	0.05644656666666666		1.1.1.300		Q17QW3
1056159	Y	0.5932723333333333				Q9W429
1405515	Y	463.6113333333333		2.7.4.14	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_03172, ECO:0000269|PubMed:2172245, ECO:0000269|PubMed:7877173, ECO:0000269|PubMed:8107116}.	P15700
1677706	Y	2.665047			SUBUNIT: Component of the nexin-dynein regulatory complex (N-DRC). {ECO:0000250|UniProtKB:A8JAM0}.	Q0V9S9
1043263	Y	96.35205666666667	4.1.-.-	4.1.3.25; 3.1.2.30; 2.3.3.-; 2.3.3.9	SUBUNIT: Homotrimer. {ECO:0000250|UniProtKB:Q8N0X4}.	Q5I0K3
977992	Y	5.4315589			SUBUNIT: Component of striatin-interacting phosphatase and kinase (STRIPAK) complex (By similarity). Interacts with CTTNBP2NL. {ECO:0000250, ECO:0000269|PubMed:18782753}.	Q9ULQ0
1288488	N				SUBUNIT: Heterotrimeric complex composed of SEC61-alpha, SEC61-beta and SEC61-gamma. {ECO:0000250}.	Q66KU2
1647350	Y	237.44083333333333	1.2.1.11	1.2.1.11	SUBUNIT: Homodimer. {ECO:0000250}.	P78780
1631866	Y	7.079666666666665		2.1.1.220; 2.1.1.-	SUBUNIT: Heterotetramer; composed of two copies of TRMT6 and two copies of TRMT61A. {ECO:0000250|UniProtKB:Q96FX7}.	Q80XC2
1716189	Y	0.37180100000000005				Q53GD3
1268985	Y	254.96142333333333			SUBUNIT: A component of the endosomal sorting required for transport complex III (ESCRT-III). {ECO:0000250}.	P0CR54
1292731	Y	1.7157333333333333		2.7.11.23	SUBUNIT: One of the nine subunits forming the core-TFIIH basal transcription factor. Interacts with mcs2 and tfb3. {ECO:0000269|PubMed:14534314, ECO:0000269|PubMed:15555586, ECO:0000269|PubMed:8557036, ECO:0000269|PubMed:8557037}.	Q12126
1671593	Y	232.33433333333335	5.2.1.8	5.2.1.8		P0CP97
1354573	Y	75.26477	1.8.3.2	1.8.3.2	SUBUNIT: Homodimer. Interacts with the substrate protein PDI1, forming transient intermolecular disulfide bridges. {ECO:0000269|PubMed:11313344, ECO:0000269|PubMed:11584268}.	Q12284
1710912	Y	2.3556866666666667			SUBUNIT: Heterodimer with PSMC3IP/HOP2. MND1-PSMC3IP interacts with DMC1 and RAD51 and binds preferentially to dsDNA. {ECO:0000250|UniProtKB:Q8K396, ECO:0000269|PubMed:16407260}.	Q9BWT6
1433375	Y	217.0293333333333				P56812
1036713	Y	2.0718933333333336		3.1.26.-	SUBUNIT: Monomer. Interacts with PABPC1; the interaction is RNA-dependent and stimulates ENDOV activity. {ECO:0000250|UniProtKB:Q8N8Q3}.	Q8C9A2
1035502	Y	0.08792933333333335		3.2.1.21		P16084
1307417	Y	2.428186666666667		3.6.4.12	SUBUNIT: Component of the mcm2-7 complex. The complex forms a toroidal hexameric ring with the proposed subunit order mcm2-mcm6-mcm4-mcm7-mcm3-mcm5 (Probable). {ECO:0000269|PubMed:11606526, ECO:0000305}.	P41389
1681993	Y	9.941070000000002				Q7SGV1
1420135	Y	1.9257415		1.16.1.8; 1.16.1.5	SUBUNIT: Forms a multiprotein complex with MMACHC, MMADHC AND MTR. {ECO:0000250|UniProtKB:Q9UBK8}.	Q4JIJ2
1289353	Y	68.85143333333333	3.4.11.9	3.4.11.9		A8P5H7
928848	Y	0.7654926666666667		4.3.1.17; 4.3.1.19	SUBUNIT: Homodimer. {ECO:0000250}.	Q8VBT2
1651049	N				SUBUNIT: Component of the small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs (H/ACA snoRNPs). {ECO:0000250|UniProtKB:Q6Q547}.	Q6BQP3
1675062	Y	0.5086556666666666				Q2T9W2
1636848	Y	21.347089999999998			SUBUNIT: Self-associates. Interacts with DISC1, dynein, dynactin, tubulin gamma, KATNA1, KATNB1, microtubules, PAFAH1B1, PCM1, PCNT, and YWHAE. Interacts directly with NEFL and indirectly with NEFH. Interacts (via C-terminus) with CENPF. Interacts with ZNF365. Interacts with PLEKHM1 (via N- and C-terminus). {ECO:0000250, ECO:0000250|UniProtKB:Q9ERR1}.	O46480
1698964	Y	6.2464325			SUBUNIT: Interacts with the C-terminus of CACNA1E (PubMed:15258581). Interacts with alpha-tubulin (PubMed:19734894). {ECO:0000269|PubMed:15258581, ECO:0000269|PubMed:19734894}.	Q5JVL4
1733303	Y	3.3348633333333333		2.1.1.144		B1LXF6
1074553	Y	120.80143333333335	4.2.1.36	4.2.1.-		Q4WBR0
1073711	Y	222.0987			SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (main components: subunits A, B, C, D, E, and F) attached to an integral membrane V0 proton pore complex (main component: the proteolipid protein; which is present as a hexamer that forms the proton-conducting pore). {ECO:0000250}.	Q9URZ8
930775	N					Q873Y3
1270914	Y	36.976871468033664			SUBUNIT: Homooligomer. {ECO:0000250}.	P87320
991492	Y	5.486689999999999				Q9VU84
1428923	Y	5.565083333333334		6.1.-.-		P36101
1705972	Y	9.130443999999999			SUBUNIT: Interacts with septin SEPT7. {ECO:0000269|PubMed:15215198}.	Q6VTH5
1711131	Y	148.41969333333333			SUBUNIT: Interacts with LSG1. {ECO:0000269|PubMed:16260602}.	P40024
1420632	Y	15.356631773633334			SUBUNIT: Interacts (via C-terminus) with VPS9A. {ECO:0000269|PubMed:24488962}.	Q10AZ7
1306418	Y	1.2301061333333332				Q5F361
1274926	Y	257.1564				O94321
1307879	Y	445.62035333333336			SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex attached to an integral membrane V0 proton pore complex. {ECO:0000250}.	Q01290
953588	Y	1.2333833333333335				Q8C3S2
1026958	Y	2.9503559999999998				A3KPW7
1729791	Y	0.9751413333333333		3.4.13.-		Q4L795
1637571	Y	19.978663333333333		3.3.2.1		G2X4M1
936727	Y	17.429033333333333				O74252
1033578	Y	93.11531000000001	4.1.1.50	4.1.1.50		Q9P7E3
1425624	N		5.4.99.9	5.4.99.9	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11573090}.	P37747
1039993	Y	3.661761666666667	3.1.13.-	3.1.13.-		Q8TFZ1
1023217	Y	2.4147799999999995	3.2.1.143	3.2.1.143		O46043
1700925	Y	41.488400000000006			SUBUNIT: Component of the TIM23 complex at least composed of TIMM23, TIMM17 (TIMM17A or TIMM17B) and TIMM50. The complex interacts with the TIMM44 component of the PAM complex. The complex also interacts with DNAJC15 (By similarity). {ECO:0000250}.	Q9Z0V8
1275941	Y	21.074459333333333			SUBUNIT: Component of the N-Cor repressor complex, at least composed of NCOR1, NCOR2, HDAC3, TBL1X, TBL1XR1, CORO2A and GPS2. Probable component of some E3 ubiquitin ligase complex. Interacts with histones H2B and H4 (By similarity). Interacts with MECP2; bridges interaction between MECP2 and NCOR1 (PubMed:28348241). {ECO:0000250|UniProtKB:Q9BZK7, ECO:0000269|PubMed:28348241}.	Q8BHJ5
1003879	Y	57.64796666666667			SUBUNIT: Heterotrimer of an A (ELOA, ELOA2 or ELOA3), ELOB and ELOC subunit (By similarity). The elongin BC complex interacts with EPOP; leading to recruit the elongin BC complex to Polycomb group (PcG) target genes, thereby restricting excessive activity of the PRC2/EED-EZH2 complex (By similarity). Part of E3 ubiquitin ligase complexes with CUL5 or CUL2, RBX1 and a substrate adapter protein that can be either SOCS1, SOCS5, ELOA, VHL or WSB1. The elongin BC complex is part of a complex with VHL and hydroxylated HIF1A. Part of an E3 ubiquitin-protein ligase complex including ZYG11B, CUL2 and Elongin BC. Part of an E3 ubiquitin-protein ligase complex including ZER1, CUL2 and Elongin BC. Interacts with VHL. Interacts with TMF1. Interacts with SPSB1. Interacts with SPSB1. Interacts with KLHDC10; which may be an E3 ubiquitin ligase complex substrate recognition component. Interacts with NOS2 in the presence of SPSB1 or SPSB2 or SPSB4 (By similarity). {ECO:0000250|UniProtKB:P83940, ECO:0000250|UniProtKB:Q15369}.	Q2KII4
1088754	Y	307.1043333333334	6.1.1.22	6.1.1.22	SUBUNIT: Homodimer. {ECO:0000269|PubMed:30171954}.	O43776
